quality,visual_family,abandoned_state,rotation,width,depth,height_span,planned_writes,non_air_blocks,air_reservations,vanilla_block_entities,domum_block_entities,cross_chunk_writes,access_violations,hatch_collisions,measurement_status
RICH,CONIFER,COLLAPSED,CLOCKWISE_180,15,15,7,359,270,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,359,270,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,EVACUATED,NONE,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,EVACUATED,CLOCKWISE_90,15,15,7,350,266,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,EVACUATED,CLOCKWISE_180,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,CONIFER,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,350,266,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,RECENTLY_ABANDONED,NONE,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,350,264,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,WEATHERED,NONE,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,WEATHERED,CLOCKWISE_90,15,15,7,350,264,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,WEATHERED,CLOCKWISE_180,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,COLLAPSED,NONE,15,15,7,359,268,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,COLLAPSED,CLOCKWISE_90,15,15,7,359,268,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,COLLAPSED,CLOCKWISE_180,15,15,7,359,268,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,359,268,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,EVACUATED,NONE,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,EVACUATED,CLOCKWISE_90,15,15,7,350,264,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,EVACUATED,CLOCKWISE_180,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,SNOWY,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,350,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,RECENTLY_ABANDONED,NONE,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,370,279,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,WEATHERED,NONE,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,WEATHERED,CLOCKWISE_90,15,15,7,370,279,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,WEATHERED,CLOCKWISE_180,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,COLLAPSED,NONE,15,15,7,379,283,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,COLLAPSED,CLOCKWISE_90,15,15,7,379,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,COLLAPSED,CLOCKWISE_180,15,15,7,379,283,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,379,283,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,EVACUATED,NONE,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,EVACUATED,CLOCKWISE_90,15,15,7,370,279,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,EVACUATED,CLOCKWISE_180,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,WETLAND,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,370,279,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,RECENTLY_ABANDONED,NONE,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,372,283,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,WEATHERED,NONE,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,WEATHERED,CLOCKWISE_90,15,15,7,372,283,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,WEATHERED,CLOCKWISE_180,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,COLLAPSED,NONE,15,15,7,381,287,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,COLLAPSED,CLOCKWISE_90,15,15,7,381,287,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,COLLAPSED,CLOCKWISE_180,15,15,7,381,287,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,381,287,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,EVACUATED,NONE,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,EVACUATED,CLOCKWISE_90,15,15,7,372,283,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,EVACUATED,CLOCKWISE_180,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,TROPICAL,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,372,283,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,RECENTLY_ABANDONED,NONE,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,348,261,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,WEATHERED,NONE,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,WEATHERED,CLOCKWISE_90,15,15,7,348,261,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,WEATHERED,CLOCKWISE_180,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,COLLAPSED,NONE,15,15,7,357,265,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,COLLAPSED,CLOCKWISE_90,15,15,7,357,265,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,COLLAPSED,CLOCKWISE_180,15,15,7,357,265,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,357,265,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,EVACUATED,NONE,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,EVACUATED,CLOCKWISE_90,15,15,7,348,261,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,EVACUATED,CLOCKWISE_180,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ARID,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,RECENTLY_ABANDONED,NONE,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,348,261,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,WEATHERED,NONE,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,WEATHERED,CLOCKWISE_90,15,15,7,348,261,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,WEATHERED,CLOCKWISE_180,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,COLLAPSED,NONE,15,15,7,357,265,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,COLLAPSED,CLOCKWISE_90,15,15,7,357,265,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,COLLAPSED,CLOCKWISE_180,15,15,7,357,265,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,357,265,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,EVACUATED,NONE,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,EVACUATED,CLOCKWISE_90,15,15,7,348,261,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,EVACUATED,CLOCKWISE_180,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,ROCKY,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,348,261,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,RECENTLY_ABANDONED,NONE,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,7,346,260,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,WEATHERED,NONE,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,WEATHERED,CLOCKWISE_90,15,15,7,346,260,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,WEATHERED,CLOCKWISE_180,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,WEATHERED,COUNTERCLOCKWISE_90,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,COLLAPSED,NONE,15,15,7,355,264,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,COLLAPSED,CLOCKWISE_90,15,15,7,355,264,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,COLLAPSED,CLOCKWISE_180,15,15,7,355,264,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,COLLAPSED,COUNTERCLOCKWISE_90,15,15,7,355,264,38,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,EVACUATED,NONE,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,EVACUATED,CLOCKWISE_90,15,15,7,346,260,32,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,EVACUATED,CLOCKWISE_180,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
RICH,VOLCANIC,EVACUATED,COUNTERCLOCKWISE_90,15,15,7,346,260,34,1,18,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,RECENTLY_ABANDONED,NONE,15,15,8,473,359,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,473,359,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,473,359,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,473,359,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,COLLAPSED,NONE,15,15,8,482,363,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,COLLAPSED,CLOCKWISE_90,15,15,8,482,363,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,COLLAPSED,CLOCKWISE_180,15,15,8,482,363,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,482,363,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,EVACUATED,NONE,15,15,8,473,359,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,EVACUATED,CLOCKWISE_90,15,15,8,473,359,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,EVACUATED,CLOCKWISE_180,15,15,8,473,359,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TEMPERATE,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,473,359,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,RECENTLY_ABANDONED,NONE,15,15,8,473,368,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,473,368,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,473,368,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,473,368,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,COLLAPSED,NONE,15,15,8,482,372,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,COLLAPSED,CLOCKWISE_90,15,15,8,482,372,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,COLLAPSED,CLOCKWISE_180,15,15,8,482,372,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,482,372,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,EVACUATED,NONE,15,15,8,473,368,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,EVACUATED,CLOCKWISE_90,15,15,8,473,368,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,EVACUATED,CLOCKWISE_180,15,15,8,473,368,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,CONIFER,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,473,368,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,RECENTLY_ABANDONED,NONE,15,15,8,473,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,473,365,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,473,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,473,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,COLLAPSED,NONE,15,15,8,482,369,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,COLLAPSED,CLOCKWISE_90,15,15,8,482,369,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,COLLAPSED,CLOCKWISE_180,15,15,8,482,369,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,482,369,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,EVACUATED,NONE,15,15,8,473,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,EVACUATED,CLOCKWISE_90,15,15,8,473,365,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,EVACUATED,CLOCKWISE_180,15,15,8,473,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,SNOWY,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,473,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,RECENTLY_ABANDONED,NONE,15,15,8,504,390,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,504,390,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,504,390,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,504,390,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,COLLAPSED,NONE,15,15,8,513,394,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,COLLAPSED,CLOCKWISE_90,15,15,8,513,394,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,COLLAPSED,CLOCKWISE_180,15,15,8,513,394,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,513,394,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,EVACUATED,NONE,15,15,8,504,390,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,EVACUATED,CLOCKWISE_90,15,15,8,504,390,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,EVACUATED,CLOCKWISE_180,15,15,8,504,390,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,WETLAND,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,504,390,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,RECENTLY_ABANDONED,NONE,15,15,8,506,395,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,506,395,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,506,395,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,506,395,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,COLLAPSED,NONE,15,15,8,515,399,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,COLLAPSED,CLOCKWISE_90,15,15,8,515,399,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,COLLAPSED,CLOCKWISE_180,15,15,8,515,399,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,515,399,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,EVACUATED,NONE,15,15,8,506,395,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,EVACUATED,CLOCKWISE_90,15,15,8,506,395,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,EVACUATED,CLOCKWISE_180,15,15,8,506,395,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,TROPICAL,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,506,395,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,RECENTLY_ABANDONED,NONE,15,15,8,471,362,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,471,362,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,471,362,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,471,362,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,COLLAPSED,NONE,15,15,8,480,366,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,COLLAPSED,CLOCKWISE_90,15,15,8,480,366,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,COLLAPSED,CLOCKWISE_180,15,15,8,480,366,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,480,366,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,EVACUATED,NONE,15,15,8,471,362,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,EVACUATED,CLOCKWISE_90,15,15,8,471,362,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,EVACUATED,CLOCKWISE_180,15,15,8,471,362,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ARID,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,471,362,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,RECENTLY_ABANDONED,NONE,15,15,8,471,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_90,15,15,8,471,361,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,RECENTLY_ABANDONED,CLOCKWISE_180,15,15,8,471,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,RECENTLY_ABANDONED,COUNTERCLOCKWISE_90,15,15,8,471,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,COLLAPSED,NONE,15,15,8,480,365,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,COLLAPSED,CLOCKWISE_90,15,15,8,480,365,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,COLLAPSED,CLOCKWISE_180,15,15,8,480,365,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,COLLAPSED,COUNTERCLOCKWISE_90,15,15,8,480,365,38,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,EVACUATED,NONE,15,15,8,471,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,EVACUATED,CLOCKWISE_90,15,15,8,471,361,32,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,EVACUATED,CLOCKWISE_180,15,15,8,471,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,ROCKY,EVACUATED,COUNTERCLOCKWISE_90,15,15,8,471,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
MOTHERLODE,VOLCANIC,RECENTLY_ABANDONED,NONE,15,15,8,469,361,34,1,24,0,0,0,STATIC_MODEL_UPPER_BOUND
